"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"SWATI MENTHOL AND ALLIED CHEMICALS LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.0249
"ANANYA SHELTERS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.17
"HECATE WAREHOUSING PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.0375793
"CASTRON TECHNOLOGIES PRIVATE LTD","FY 2024-25",Non-PSU,Jharkhand,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01575
"TERMINAL TECHNOLOGIES (INDIA) PVT LTD","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"APURVA CHEMICALS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.185
"SHASWAT ENTERPRISES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"WALKAROO INTERNATIONAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,Education,"Education, Differently Abled, Livelihood",0.0096924
"PROTAC FOODS INTERNATIONAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.25
"DIATRENDS JEWELLERY PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
"KALPSUTRA CHEMICALS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.25
"EPSILON CARBON PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Art and culture","Heritage Art And Culture",0.8627
"UNITED ALLIANCE HEALTHCARE PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0027488
"KAYEM FOOD INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Vocational skills","Education, Differently Abled, Livelihood",0.02
"AMRIT BOTTLERS PVT LTD","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.160909
"SHIRDI SAI ELECTRICALS LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh",Education,"Education, Differently Abled, Livelihood",0.3
"UNICORN DENMART LIMITED","FY 2024-25",Non-PSU,Delhi,"Special education","Education, Differently Abled, Livelihood",0.085634364
"TULIP MULTISPECIALITY HOSPITAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.08
"HEADSAIL MEDIA SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.1026
"RADHAKRISHNA RAMNARAIN PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.25
"SCOTT EDIL PHARMACIA LIMITED","FY 2024-25",Non-PSU,Chandigarh,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0200802
"JANTA LAND PROMOTERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.018
"R.P.P INFRA PROJECTS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.3
"INDRAPRASTHA GAS LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.249375
"V L S FINANCE LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh",Education,"Education, Differently Abled, Livelihood",0.15
"BATUKBHAI SONS JEWELLERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.001643
"RAYS POWER INFRA LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Special education","Education, Differently Abled, Livelihood",0.16
"LIFE CARE LOGISTIC PRIVATE LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0694182
"MOHAN OVERSEAS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.02
"PANCHSHIL REALTY AND DEVELOPERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.325
"KUSALAVA INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Socio-economic equalities","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.2647568
"SCONS INFRASTRUCTURE PRIVATE LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh",Education,"Education, Differently Abled, Livelihood",0.15625
"SAI WARDHA POWER GENERATION PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh",Education,"Education, Differently Abled, Livelihood",2.0
"UNIPRO TECHNO INFRASTRUCTURE PRIVATE LIMITED","FY 2024-25",Non-PSU,Chandigarh,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.005
"GODAVARI COMMODITIES LTD","FY 2024-25",Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.75
"KAFF APPLIANCES (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Vocational skills","Education, Differently Abled, Livelihood",0.06
"ORISSA METALIKS PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.3147765
"SRI KUMARASWAMY MINERAL EXPORTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7618212
"GNR SOLUTION PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Socio-economic equalities","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.005
"BHUVI PETROLEUM PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.0655
"MOLECULAR CONNECTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.45
"KUBERKAMNA MARBLES PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.05
"JOSCO BULLION TRADERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0335
"VIJAY CHEMICAL INDUSTRIES (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.015
"KTL AUTOMOBILE PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1030932
"MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0181
"JAYON IMPLANTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015
"SUKHRAJ JEWELLS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Special education","Education, Differently Abled, Livelihood",0.017
"KALEESUWARI REFINERY PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.2
"MSG GLOBAL SOLUTIONS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.051292
"NPL BLUESKY AUTOMOTIVE PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.06
"VALUEPOINT TECHSOL PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Special education","Education, Differently Abled, Livelihood",0.02
"KLA CONST.TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.05
"EXCEL ENTERTAINMENT PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0015
"MACKS SURFACE TREATMENTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.01
"AJANTA POLYMERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.11
"MAGNON SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.204
"EXCELLON SOFTWARE PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.0382
"ASHWIN PRECISION PRODUCTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"SOFTUDE INFOTECH PRIVATE LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.007380971000000001
"ALUDECOR LAMINATION PRIVATE LIMITED","FY 2024-25",Non-PSU,Kerala,Education,"Education, Differently Abled, Livelihood",0.03
"JAYDEE INTERNATIONAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Odisha,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
"NEELKANTHA STEELS PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.01
"SUNIL SPONGE PRIVATE LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1601628
"BONDWELL CORPS SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.16114
"HEDGE FINANCE LIMITED","FY 2024-25",Non-PSU,Kerala,Education,"Education, Differently Abled, Livelihood",0.035
"ALPHASENSE TECHNOLOGY (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.014005
"CONCEPTS HYGIENE PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.03
"ESS GLOBAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025
"CMR TEXTILES & JEWELLERS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Andhra Pradesh","Art and culture","Heritage Art And Culture",0.03
"MANGAL TIRTH ESTATE PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.006954
"EARTH MINERALS COMPANY LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.004
"ENPHASE SOLAR ENERGY PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1409194
"R R PLAST EXTRUSIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.3
"COHNREZNICK PROFESSIONAL SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0015
"SUYASH INSTITUTE OF MEDICAL SCIENCE PRIVATE LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Senior Citizens Welfare","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.025
"HPGK INFRA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Training to promote sports","Encouraging Sports",0.196
"VENKATESHWARA POWER PROJECT LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.005
"SHINE AGROTECHNOLOGY PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Safe drinking water","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01969
"NEW RELIC ONE INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0395961
"HICOTRONICS DEVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0410656
"HARDIK AGRITRADE PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
"PARAS RAILTECH PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.211525
"UNITHERM ENGINEERS LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.02
"MAHARASHTRA SOLVENT EXTRACTION PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.38
